,sample_id,grn_n,grn_mean,grn_sd,red_n,red_mean,red_sd
471995,58788437,11,22232,2422,11,8068,996
472005,58788485,6,18528,1331,6,2016,625
472012,58789321,10,455,203,10,11920,1393
472013,58789328,11,15098,995,11,1771,644
472033,58789426,23,1413,451,23,19449,1844
472038,58789445,16,15929,1192,16,3804,947
472047,58789488,3,5154,909,3,2960,706
472052,58790301,15,489,237,15,3375,540
472057,58790352,9,774,273,9,9352,1223
472074,58790443,14,14954,1255,14,2582,917
472078,58790468,6,18550,766,6,10761,1207
472086,58790502,12,10793,1037,12,5630,1094
472091,58791311,5,303,192,5,557,52
472095,58791334,9,148,118,9,445,371
472112,58791383,13,3947,533,13,4787,972
472116,58791395,8,8708,1536,8,921,823
472123,58792321,15,5265,825,15,2245,846
472130,58792366,17,17428,1309,17,4011,991
472152,58792446,10,3973,498,10,881,475
472159,58792468,7,7220,550,7,412,329
472160,58792473,10,202,83,10,840,523
472194,58793383,12,1256,537,12,27108,3357
472204,58793450,9,13102,1151,9,1562,269
472215,58793509,12,1462,431,12,17941,1642
472226,58794327,9,15433,1590,9,6346,1839
472228,58794344,10,6964,653,10,15720,1742
472229,58794348,8,15471,344,8,1366,521
472230,58794351,10,359,160,10,757,527
472233,58794359,14,828,483,14,1105,547
472242,58794393,13,11268,923,13,2492,1134
472269,58795379,14,16646,1720,14,8524,1587
472278,58795417,7,1685,221,7,555,491
472281,58795422,9,190,141,9,1039,361
472294,58795474,11,7076,1305,11,2664,690
472295,58795476,14,450,217,14,13591,1723
472300,58795493,20,12830,1801,20,1079,614
472326,58796388,19,2112,436,19,23452,2267
472327,58796390,8,19434,1224,8,12821,426
472329,58796394,15,6251,699,15,1690,566
472337,58796465,16,442,302,16,1636,495
472339,58796469,14,2236,444,14,3523,801
472340,58796470,18,8698,1098,18,4547,767
472348,58797306,8,3966,497,8,1063,793
472353,58797323,12,3992,489,12,2641,834
472359,58797344,14,886,211,14,21957,1522
472361,58797363,12,346,179,12,9652,999
472369,58797388,15,2162,418,15,25050,2116
472370,58797389,5,14302,165,5,1659,302
472374,58797396,10,1852,396,10,17936,1887
472376,58797438,8,10663,900,8,1777,877
472401,58798338,5,16559,2203,5,3936,733
472418,58798396,21,1308,489,21,12789,2087
472423,58798451,12,415,302,12,1257,571
472424,58798459,9,1824,409,9,25151,1903
472442,58799344,10,324,264,10,1884,695
472446,58799356,8,12239,1144,8,5487,838
472465,58799453,13,1138,457,13,5652,878
472468,58799460,13,550,223,13,3451,974
472470,58799465,13,268,177,13,1793,863
472472,58799472,15,232,140,15,560,270
472482,58800321,13,10183,1406,13,2301,769
472483,58800322,13,17244,1345,13,5199,991
472486,58800347,9,1317,517,9,29615,2730
472491,58800400,14,4281,431,14,1795,513
472493,58800405,9,226,60,9,1298,615
472502,58800423,18,3204,660,18,981,645
472505,58800428,17,4138,753,17,8666,1336
472507,58800436,13,12695,1349,13,3391,817
472514,58800461,11,1645,762,11,20713,2793
472531,58801340,10,1398,320,10,24192,1071
472543,58801393,11,1309,455,11,20829,2076
472549,58801462,5,9772,1037,5,2807,171
472554,58801487,9,11747,577,9,1320,499
472556,58801503,11,14114,1252,11,3062,736
472567,58802348,11,619,288,11,9246,847
472569,58802355,13,13518,1217,13,1616,493
472577,58802395,13,1503,481,13,26186,2801
472578,58802397,13,3517,483,13,2002,572
472587,58803301,8,644,444,8,15392,1940
472596,58803378,11,398,223,11,775,504
472601,58803409,4,2640,708,4,1557,195
472607,58803424,9,7670,988,9,2366,626
472628,58804307,17,4409,532,17,1167,401
472632,58804317,10,1684,372,10,25193,2824
472639,58804337,18,15559,1353,18,3197,1005
472776,58809400,12,859,369,12,6601,759
472777,58809405,9,4396,658,9,1904,570
472779,58809411,4,11384,1382,4,3590,606
472780,58809416,9,2506,459,9,6603,1380
472786,58809436,17,10234,1233,17,1577,530
472797,58809491,11,1853,280,11,15230,1855
472824,58810376,15,2198,616,15,18412,1567
472839,58810462,5,3741,306,5,474,154
472843,58810485,15,985,266,15,11622,1851
472855,59600368,13,206,161,13,616,448
472880,59600478,8,773,202,8,9988,292
472883,59600488,16,375,304,16,9180,1532
472925,59601450,9,6070,808,9,726,364
472944,59602350,14,17489,1431,14,2121,499
472966,59602434,10,3373,578,10,10337,1262
472988,59602506,19,19080,1273,19,14364,1624
472998,59603365,13,278,208,13,668,351
473029,59603473,13,5632,661,13,751,465
473046,59604308,10,3982,501,10,1408,627
473101,59605327,9,16645,1257,9,5475,821
473134,59605475,9,4917,528,9,674,352
473152,59606363,8,1517,474,8,24284,1447
473155,59606382,5,1986,219,5,24484,2826
473174,59606480,8,14297,980,8,4458,583
473193,59607341,11,1681,426,11,22537,1482
473202,59607361,15,2172,540,15,17988,1331
473206,59607376,7,14055,943,7,10369,562
473209,59607385,10,3165,573,10,923,634
473213,59607393,12,2708,595,12,2010,286
473226,59607470,11,9570,1041,11,1292,624
473261,59608397,18,259,195,18,884,482
473273,59608470,16,5562,541,16,1811,633
473276,59608490,22,1329,336,22,29403,2482
473280,59608509,8,698,340,8,19868,2304
473283,59609313,15,6268,670,15,25235,2151
473286,59609336,13,1042,354,13,23060,1268
473290,59609350,11,15199,1768,11,4710,926
473292,59609353,10,4645,794,10,497,314
473293,59609364,14,867,427,14,833,464
473303,59609403,14,4457,952,14,1084,447
473311,59609421,8,7366,1087,8,707,499
473314,59609427,25,1341,369,25,22009,2739
473327,59609482,15,9199,848,15,3565,1036
473352,59610408,14,17524,1325,14,8420,1875
473366,59610442,8,11391,1254,8,5600,1082
473368,59610446,16,675,277,16,1666,980
473371,59610461,10,10997,707,10,3086,439
473381,59610497,9,807,282,9,29740,2653
473420,59611427,20,2751,538,20,11950,1558
473431,59611447,9,14463,863,9,1513,476
473434,59611457,10,1092,202,10,5543,1182
473453,59612352,9,2325,491,9,24589,1595
473458,59612369,7,651,213,7,19297,2535
473462,59612400,15,263,153,15,7866,1533
473464,59612405,17,2666,321,17,8998,1334
473467,59612413,11,5238,677,11,26677,2699
473470,59612418,12,330,193,12,1048,721
473473,59612422,12,11759,814,12,1518,463
473505,59613327,13,18260,1035,13,8030,1094
473518,59613390,5,5123,707,5,1539,558
473535,59613472,16,6608,880,16,3047,1153
473540,59613490,11,17739,1565,11,1323,444
473541,59613492,8,10223,810,8,24282,1847
473563,59614361,11,8389,1119,11,612,324
473576,59614454,17,22363,1457,17,4165,808
473577,59614456,13,4249,764,13,790,590
473596,59615339,16,1333,335,16,30544,2478
473597,59615341,13,3317,552,13,403,291
473608,59615377,10,17093,1353,10,602,225
473647,59616401,13,168,163,13,2033,816
473677,59616468,8,203,188,8,4016,1173
473678,59616474,12,15527,957,12,1615,371
473690,59617306,12,12440,1041,12,749,550
473692,59617308,9,658,360,9,19225,2119
473706,59617346,10,6574,737,10,2421,618
473709,59617356,17,430,239,17,1556,343
473720,59617394,14,6262,465,14,27808,1985
473723,59617437,17,501,313,17,20187,1578
473730,59617465,11,6927,511,11,495,265
473731,59617466,17,1075,298,17,1763,540
473732,59617467,13,1062,572,13,10227,1113
473734,59617472,10,1890,493,10,42270,5172
473742,59617500,11,11275,1370,11,9222,2526
473754,59618339,13,208,173,13,5406,1346
473755,59618340,13,754,281,13,508,325
473767,59618386,15,16222,1147,15,4425,1118
473771,59618393,11,1516,348,11,15689,2473
473793,59618503,17,14286,1050,17,1541,596
473801,59619336,12,1915,423,12,921,393
473832,59619474,13,576,303,13,575,347
473839,59619499,12,1602,455,12,16346,1257
473850,59620324,11,9087,558,11,1499,758
473854,59620333,12,760,440,12,1103,670
473874,59620391,15,16347,1145,15,2438,664
473876,59620395,17,13121,874,17,4390,829
473915,59621381,9,2099,539,9,6492,771
473923,59621453,11,13403,1371,11,10430,1178
473929,59621472,13,220,194,13,1230,452
473941,59622311,8,4404,733,8,1167,769
473991,59623319,16,1959,459,16,24688,3112
473999,59623339,11,701,206,11,17081,1993
474010,59623367,14,2100,378,14,14019,1554
474018,59623392,8,5056,481,8,18845,1461
474035,59624317,7,3958,955,7,1222,464
474038,59624334,7,207,100,7,2460,849
474039,59624335,14,17242,1021,14,21527,2594
474058,59624393,10,4413,694,10,22469,1410
474065,59624453,12,4699,661,12,35053,2397
474089,59625344,6,2316,711,6,26688,3388
474093,59625362,9,744,263,9,5386,1299
474129,59626320,15,642,255,15,21664,1762
474139,59626346,14,13712,1599,14,4730,1057
474166,59626486,12,560,282,12,941,522
474172,59627307,8,798,266,8,25378,2593
474174,59627312,10,18651,1290,10,2430,837
474210,59627460,13,279,214,13,1873,771
474222,59628345,10,271,188,10,425,150
474223,59628347,16,1986,413,16,29939,2518
474225,59628350,10,237,173,10,7306,691
474226,59628353,10,12677,114,10,1608,688
474237,59628420,6,958,337,6,1493,694
474240,59628427,21,3994,654,21,9936,1318
474258,59629316,12,1468,355,12,23816,2807
474265,59629350,10,918,468,10,16766,1602
474275,59629412,22,258,163,22,604,452
474287,59629436,10,219,147,10,585,465
474321,59630343,14,855,373,14,17312,2192
474323,59630351,13,15446,1766,13,2241,555
474333,59630385,17,1894,321,17,20826,1955
474337,59630396,13,8615,1034,13,1668,532
474339,59630452,7,3268,650,7,642,465
474344,59630472,9,3144,947,9,1379,502
474357,59631336,14,961,331,14,22777,1680
474360,59631350,11,1723,464,11,16412,1701
474366,59631374,8,2866,479,8,1942,679
474371,59631403,10,228,120,10,5021,586
474378,59631418,14,345,238,14,1067,516
474386,59631433,18,11679,943,18,17354,2304
474391,59631443,8,9353,1322,8,4927,1077
474403,59631504,12,188,121,12,1233,396
474415,59632368,5,2368,592,5,20207,1773
474429,59632422,5,1180,572,5,7288,894
474435,59632432,12,14741,1675,12,2281,333
474437,59632434,10,18919,1543,10,6325,1211
474441,59632446,14,21206,1230,14,7750,1393
474451,59632483,11,435,216,11,4687,989
474467,59633339,9,3676,683,9,5226,1269
474472,59633351,13,285,211,13,2960,881
474508,59633509,9,1371,447,9,20425,2566
474532,59634375,13,6922,823,13,1328,559
474533,59634377,15,2703,545,15,1600,643
474535,59634382,5,24062,1203,5,5898,199
474544,59634452,11,3002,715,11,1378,730
474545,59634453,12,2030,422,12,21686,1675
474564,59635323,12,15833,929,12,8128,1705
474568,59635340,14,313,221,14,1841,573
474570,59635348,16,810,297,16,17770,2776
474572,59635356,16,10330,1048,16,5999,989
474583,59635386,13,12104,1256,13,9851,1414
474595,59635467,12,6242,694,12,1398,603
474603,59636304,12,11148,1084,12,1533,394
474608,59636319,10,1825,281,10,17692,1503
474615,59636340,11,2105,290,11,24022,2444
474620,59636362,12,11623,977,12,4318,1658
474652,59637311,13,2380,420,13,23675,2118
474659,59637339,22,668,321,22,19927,2172
474686,59637398,13,2092,398,13,738,305
474705,59637507,14,10801,884,14,1423,757
474708,59638316,12,14182,2046,12,7022,1402
474711,59638332,10,428,316,10,652,521
474713,59638352,20,12498,1650,20,1636,568
474714,59638353,4,1493,708,4,371,194
474719,59638401,17,464,300,17,1265,637
474724,59638410,20,7860,1164,20,1048,478
474737,59638445,11,742,263,11,9336,1295
474739,59638448,6,15701,654,6,815,260
474756,59639325,7,150,124,7,2698,649
474761,59639346,12,5705,725,12,22850,2287
474768,59639394,10,7687,1010,10,1442,616
474769,59639395,13,845,513,13,13634,1374
474787,59640319,8,567,123,8,16850,1358
474798,59640367,21,567,291,21,7015,1344
474810,59640396,11,4087,629,11,27646,1349
474839,59641326,19,8887,1332,19,12250,1896
474843,59641339,14,1571,415,14,25672,2439
474866,59641437,10,1834,464,10,1449,793
474881,59641500,13,9089,730,13,3724,1227
474898,59642342,9,10652,601,9,7771,1460
474909,59642385,14,9513,1732,14,14147,2867
474918,59642399,7,2085,535,7,29595,2662
474919,59642449,15,3939,759,15,890,504
474933,59643307,9,4351,960,9,613,175
474944,59643346,7,1984,458,7,25658,1929
474946,59643351,5,2369,345,5,1015,500
474947,59643355,14,18687,2511,14,5856,1519
474958,59643390,14,3030,291,14,16044,1592
474960,59643449,13,450,237,13,1879,856
474966,59643466,15,2860,573,15,990,484
474985,59645323,12,1727,570,12,15890,1325
474986,59645324,17,838,347,17,19991,2283
475001,59645392,8,19693,1150,8,5002,1464
475009,59645456,12,348,179,12,8811,1000
475032,59646326,9,11214,1277,9,1056,550
475036,59646339,12,391,245,12,6839,1295
475042,59646363,9,11676,1767,9,4150,731
475049,59646384,20,12918,1158,20,1184,442
475058,59646438,9,16451,1144,9,15677,1825
475065,59646466,10,1143,310,10,788,384
475067,59646470,14,2331,673,14,31654,1457
475084,59647333,17,15671,1518,17,2874,836
475090,59647354,17,14726,870,17,14414,1735
475109,59647459,9,18671,1440,9,4475,870
475112,59647465,15,523,294,15,1499,586
475117,59647500,14,944,334,14,15109,1621
475120,59648303,14,5583,815,14,516,294
475122,59648307,9,13207,1561,9,1297,417
475128,59648320,11,1947,564,11,14826,2140
475152,59648393,20,5759,728,20,29417,2417
475154,59648399,15,11133,1406,15,19539,1934
475164,59648485,11,7519,946,11,14623,1979
475165,59648487,18,2241,402,18,30431,2427
475166,59648489,9,1925,393,9,12184,1691
475205,59650300,13,4987,630,13,733,497
475206,59650304,14,17974,1326,14,9808,1933
475207,59650310,10,1023,361,10,487,365
475211,59650318,10,1354,260,10,19879,1415
475216,59650342,8,1094,322,8,18434,1542
475226,59650384,10,924,344,10,18965,1462
475227,59650385,13,8323,851,13,3643,966
475236,59650398,4,5288,208,4,4207,387
475240,59650454,11,7167,1221,11,912,192
475247,59650465,10,207,124,10,446,409
475265,59651374,10,8046,1152,10,1487,743
475266,59651378,20,12464,1221,20,5629,889
475292,59651471,10,20009,1284,10,5472,1217
475301,59651497,13,878,320,13,22290,1651
475314,59652357,7,291,142,7,5662,1211
475324,59652410,9,3125,534,9,944,583
475328,59652415,12,7690,871,12,1340,723
475330,59652419,10,2779,507,10,31905,3665
475333,59652423,13,24354,1253,13,2981,691
475334,59652426,12,765,274,12,15131,1427
475340,59652440,16,910,321,16,834,347
475342,59652443,12,548,282,12,11613,2125
475344,59652448,10,1601,361,10,5137,1380
475361,59653312,11,8652,1355,11,21839,3466
475395,59653444,8,518,139,8,9088,1770
475398,59653453,19,1726,584,19,20256,2595
475400,59653456,8,13633,508,8,4882,1644
475401,59653458,8,1449,241,8,16771,608
475408,59653475,16,647,254,16,5918,1177
475429,59654413,8,311,77,8,766,387
475431,59654416,5,1281,231,5,9544,642
475441,59654430,9,7189,684,9,962,387
475450,59654464,10,2950,274,10,7527,722
475452,59654474,10,424,177,10,460,350
475473,59655368,9,4969,333,9,640,265
475477,59655402,14,10705,861,14,4157,1140
475481,59655420,18,5348,671,18,1754,719
475482,59655422,19,1604,372,19,10240,1676
475498,59655482,11,638,251,11,2467,674
475512,59656345,12,15542,1202,12,1319,567
475530,59656429,14,1783,373,14,15786,1286
475545,59657310,7,498,299,7,5061,677
475548,59657317,13,4411,720,13,1306,570
475569,59657395,10,652,317,10,10208,969
475577,59657486,12,660,205,12,15214,1193
475579,59658301,16,180,163,16,574,264
475590,59658350,11,434,221,11,9371,1249
475593,59658357,13,11065,939,13,1302,655
475608,59658425,6,114,66,6,695,324
475616,59658461,10,2417,483,10,18054,621
475657,59659411,11,15694,1156,11,2236,774
475679,59659488,12,867,258,12,20751,1924
475680,59659497,13,2506,492,13,4023,1430
475695,59660326,17,4072,628,17,26268,2965
475747,59661379,8,14534,554,8,3709,708
475754,59661414,12,9375,729,12,1302,411
475757,59661422,3,333,189,3,1335,303
475760,59661428,11,18537,1471,11,1633,968
475769,59661448,5,3310,536,5,19805,485
475781,59661501,6,6204,564,6,30110,3727
475814,59662461,13,24040,2391,13,5108,817
475815,59662468,15,3162,486,15,39329,3135
475817,59662476,13,2745,440,13,1169,438
475821,59662491,7,2249,496,7,1323,448
475826,59662508,17,1461,514,17,31303,1470
475835,59663347,12,12424,1202,12,2259,507
475850,59663405,11,1412,511,11,23320,1417
475851,59663406,11,5602,1013,11,5644,837
475865,59663429,18,887,338,18,19423,2285
475874,59663468,9,7317,926,9,3018,918
475878,59663477,7,10832,1264,7,1327,192
475887,59664301,13,2688,429,13,17978,2071
475888,59664305,37,315,186,37,448,336
475895,59664350,9,3252,489,9,26295,1452
475908,59664412,12,1141,322,12,24107,2686
475916,59664425,10,14577,813,10,7046,607
475918,59664428,15,1666,532,15,28645,2395
475922,59664441,18,5897,949,18,8210,1276
475928,59664488,6,18683,566,6,1900,715
475935,59664504,12,755,183,12,797,517
475952,59665407,7,14608,1064,7,21263,1256
475966,59665443,12,277,147,12,2117,533
475969,59665468,8,9763,1550,8,1377,620
475990,59666318,7,3073,276,7,960,558
475991,59666326,11,13488,470,11,13424,1708
475998,59666362,8,627,225,8,9150,1652
476010,59666462,10,2879,754,10,737,631
476015,59666507,16,2929,388,16,32105,1891
476019,59667314,12,3711,550,12,1298,775
476023,59667333,5,10184,667,5,5500,836
476026,59667340,5,15763,166,5,2210,436
476032,59667376,12,659,200,12,12785,1584
476034,59667381,11,1158,237,11,24999,2878
476050,59667460,4,598,494,4,2252,192
476055,59667472,18,11833,1141,18,1515,763
476058,59667500,12,1318,316,12,22512,1516
476072,59668378,2,4427,311,2,12987,69
476075,59668402,9,402,93,9,1638,683
476077,59668408,17,4374,527,17,953,443
476085,59668435,8,1756,315,8,1135,444
476092,59668477,16,18894,1246,16,5575,1080
476099,59668497,7,9710,1040,7,2225,745
476100,59668498,7,18642,2319,7,2038,570
476101,59668499,8,12411,1888,8,5117,1647
476102,59668502,6,1142,326,6,27509,3010
476105,59669303,17,527,274,17,944,542
476107,59669307,16,544,243,16,665,408
476124,59669359,11,12374,1042,11,1702,527
476132,59669389,10,4514,523,10,759,176
476162,59670325,14,928,184,14,17419,2509
476206,59671339,13,14842,1692,13,17131,1906
476211,59671354,9,11423,761,9,1842,587
476225,59671391,16,17506,1667,16,3661,1091
476267,59672348,14,13855,842,14,2530,896
476289,59672466,12,3429,540,12,29662,2848
476292,59672480,10,14330,1367,10,1567,670
476293,59672485,11,868,368,11,16258,1921
476297,59672495,15,13931,1007,15,3039,740
476334,59673494,20,9137,766,20,2560,898
476335,59673497,14,13751,1044,14,2383,800
476360,59674372,10,11667,1235,10,6942,1183
476362,59674380,9,12179,795,9,2388,698
476376,59674463,7,6161,728,7,2794,813
476379,59674469,12,11164,702,12,1252,528
476390,59675334,21,1795,372,21,18321,1559
476404,59675386,16,5410,854,16,1569,474
476407,59675390,15,7407,1039,15,1520,443
476412,59675399,11,5498,541,11,1127,563
476416,59675453,17,573,281,17,5289,1440
476424,59675492,15,4271,880,15,26978,2038
476432,59676319,18,292,191,18,1113,550
476455,59676398,9,13577,994,9,5817,408
476465,59676469,8,1075,355,8,22245,1884
476466,59676475,23,3770,706,23,1934,738
476467,59676485,14,1112,351,14,4636,847
476477,59677310,13,297,225,13,2628,347
476479,59677312,13,656,277,13,1134,425
476485,59677340,14,365,152,14,9475,1124
476494,59677367,11,20980,1027,11,1583,305
476519,59677503,11,16552,1023,11,3775,1210
476522,59678309,10,18330,1116,10,1495,313
476525,59678329,21,878,338,21,23490,2574
476528,59678347,16,10090,1811,16,2550,834
476531,59678364,14,20161,1462,14,2350,726
476533,59678368,12,12743,1364,12,2379,1044
476550,59678428,8,398,290,8,1069,277
476583,59679364,6,15178,1451,6,2925,620
476593,59679408,20,273,159,20,1910,748
476599,59679423,10,15900,1409,10,8214,1571
476601,59679426,10,7210,720,10,3901,739
476604,59679433,13,4405,594,13,910,499
476606,59679440,8,1457,487,8,2656,447
476620,59679483,12,1470,343,12,27195,2918
476624,59679499,20,2135,388,20,21160,1935
476641,59680343,19,11720,951,19,7895,1269
476642,59680346,25,3446,412,25,28646,2665
476659,59680452,14,3122,546,14,10013,1466
476664,59680462,12,2489,734,12,13355,1491
476670,59680492,2,750,0,2,8415,370
476677,59681311,13,920,178,13,31427,2173
476681,59681327,13,13549,1349,13,2348,985
476684,59681340,5,1194,363,5,12809,516
476734,59682384,15,1635,371,15,23626,1577
476741,59682462,10,1053,320,10,1195,365
476746,59683311,11,3973,550,11,32063,2216
476749,59683317,14,2311,581,14,7354,1272
476754,59683351,11,18858,1841,11,963,409
476763,59683387,8,6598,680,8,20403,1469
476768,59683392,8,9093,733,8,945,274
476778,59683459,11,598,331,11,2054,446
476806,59684394,17,1761,396,17,16734,2375
476811,59684449,11,4523,401,11,29290,2201
476825,59684509,11,12082,1155,11,2464,666
476827,59685302,11,1621,294,11,531,453
476845,59685375,9,962,369,9,23635,2249
476849,59685382,7,12352,1487,7,5582,492
476858,59685439,8,4294,266,8,7099,914
476869,59685500,12,847,207,12,17584,2047
476874,59686306,8,253,117,8,884,617
476875,59686310,8,635,381,8,23504,1666
476881,59686326,10,915,590,10,21901,2167
476888,59686344,2,1608,176,2,25417,1158
476890,59686355,25,7199,835,25,957,544
476895,59686372,13,4917,1066,13,1664,709
476897,59686375,10,3560,397,10,375,239
476899,59686382,23,12989,2281,23,1749,684
476913,59686466,17,2178,356,17,26884,2441
476915,59686472,17,1211,517,17,20174,1683
476985,59688337,15,602,201,15,11584,1228
476987,59688341,15,539,272,15,7053,1188
476994,59688359,11,304,164,11,523,364
477002,59688391,7,14110,567,7,2442,677
477007,59688438,13,5007,843,13,692,297
477008,59688444,14,7085,593,14,1455,660
477010,59688466,15,1187,339,15,847,264
477011,59688467,8,459,494,8,690,267
477012,59688470,12,17554,589,12,3113,748
477013,59688475,25,980,366,25,14978,1523
477015,59688495,11,940,246,11,5561,844
477028,59689340,7,1516,386,7,41709,4784
477031,59689343,13,3267,461,13,2471,833
477057,59689453,14,15499,1514,14,18956,2415
477068,59690303,9,543,303,9,1131,439
477072,59690311,12,928,164,12,22827,1923
477084,59690359,11,12486,545,11,1388,527
477098,59690438,12,840,207,12,6017,729
477104,59690463,8,12404,268,8,8456,1501
477106,59690466,15,4642,354,15,2980,825
477110,59690495,6,516,241,6,11163,1501
477136,59692380,16,15678,1487,16,17148,2228
477155,59692463,7,5174,779,7,845,478
477168,59693315,11,1118,465,11,22865,3033
477191,59693392,8,17097,3010,8,2461,973
477229,59694344,10,19250,1103,10,3523,1066
477241,59694393,15,8218,649,15,15931,1947
477257,59694486,12,2417,488,12,1064,599
477260,59694500,10,322,208,10,363,265
477261,59694507,11,1309,368,11,10118,1989
477269,59695323,11,913,454,11,24672,2762
477276,59695359,9,127,49,9,608,457
477277,59695362,11,17024,1189,11,10277,1207
477284,59695388,15,8180,661,15,13384,2073
477285,59695389,8,241,174,8,359,226
477304,59697315,13,3618,597,13,25507,1233
477320,59697377,9,3439,484,9,4797,588
477326,59697398,14,10570,1492,14,5255,1159
477341,59697500,8,2584,366,8,17589,1018
477348,59698312,11,1550,427,11,24383,2801
477360,59698344,12,1608,337,12,25314,1586
477363,59698356,10,10385,1094,10,17007,1839
477370,59698377,15,4773,588,15,8441,1438
477374,59698385,14,19393,2276,14,1074,511
477379,59698394,13,16498,1325,13,6190,1163
477382,59698398,12,1799,491,12,8334,1026
477392,59698470,11,5739,673,11,6903,1279
477426,59699395,11,19481,892,11,5368,1327
477468,59700429,11,883,230,11,13007,1349
477469,59700431,12,16879,808,12,2725,670
477486,59700496,17,3770,646,17,568,426
477499,59701365,18,12816,1335,18,3515,1004
477524,59701461,12,6073,906,12,4754,1067
477531,59701491,7,7154,656,7,30227,1205
477538,59701505,18,411,188,18,2356,586
477566,59702430,11,19831,1708,11,3654,880
477568,59702436,12,20171,2108,12,8381,1795
477571,59702455,15,1736,464,15,33747,3089
477591,59703357,8,364,211,8,1133,532
477597,59703379,10,7536,810,10,793,345
477604,59703417,13,3833,570,13,18175,2743
477637,59703506,12,2949,424,12,24406,3181
477650,59704366,14,9674,1199,14,3873,756
477652,59704374,16,17557,1892,16,4468,974
477661,59704429,13,6872,744,13,10122,1638
477678,59704510,11,3196,590,11,833,692
477681,59705329,12,15232,1460,12,1392,531
477684,59705350,17,594,315,17,15890,973
477706,59705471,11,2275,459,11,16036,1007
477713,59705484,9,2921,296,9,24654,2441
477714,59705493,5,11557,719,5,1723,470
477764,59706499,15,12899,360,15,4769,1665
477771,59707330,17,12331,1282,17,3286,1082
477786,59707409,4,302,110,4,617,392
477790,59707415,14,1728,506,14,20021,2835
477807,59707491,10,582,216,10,10322,1806
477815,59708309,10,768,338,10,1683,397
477823,59708419,14,20543,674,14,2065,792
477830,59708448,15,318,193,15,3520,1076
477832,59708464,17,598,302,17,14728,1251
477835,59708493,12,221,178,12,515,275
477839,59709322,7,238,131,7,1128,419
477845,59709374,16,5078,671,16,6478,939
477849,59709405,7,20796,1647,7,1576,526
477857,59709424,13,15320,944,13,2426,685
477871,59709476,9,16688,857,9,19252,1657
477912,59710448,13,2266,520,13,2026,858
477914,59710471,10,4923,707,10,2542,658
477934,59711352,14,9852,1040,14,1525,644
477963,59711457,9,476,177,9,704,543
477982,59712331,14,166,114,14,466,269
477992,59712374,5,23515,2071,5,4731,966
478014,59712443,15,8617,1056,15,756,489
478029,59712506,11,8167,975,11,1195,611
478041,59713368,15,1297,306,15,20361,1814
478042,59713371,9,792,367,9,13963,1863
478068,59713488,13,1739,572,13,26106,1269
478105,59714455,10,1518,365,10,15524,1437
478130,59715407,8,17013,1289,8,2725,437
478139,59715424,18,1959,333,18,24296,1399
478140,59715425,17,1198,392,17,10077,1217
478155,59715493,5,7804,474,5,1826,859
478171,59716374,15,1312,303,15,21790,2523
478192,59716461,14,17280,1015,14,3155,680
478205,59716505,12,21405,2182,12,5950,1607
478222,59717404,13,1782,344,13,586,368
478240,59717436,18,8380,599,18,21682,2412
478244,59717446,6,252,129,6,1360,229
478245,59717447,9,8355,1034,9,2158,785
478246,59717457,16,9415,1878,16,2076,606
478251,59717478,12,22551,1729,12,3780,992
478275,59718379,9,962,537,9,16895,1264
478286,59718415,14,10963,915,14,3325,678
478292,59718423,12,7973,1343,12,1202,444
478298,59718433,14,1013,278,14,13194,1655
478305,59718455,7,430,342,7,470,340
478315,59718493,17,1823,459,17,23138,1321
478329,59719345,14,2897,677,14,24634,1370
478332,59719366,14,5284,613,14,1865,568
478337,59719401,13,11760,1259,13,1364,476
478340,59719408,8,10884,677,8,4957,422
478343,59719415,13,8857,817,13,1545,295
478360,59719464,21,18026,2076,21,3946,1034
478361,59719471,13,8385,912,13,1292,460
478378,59720347,15,6081,736,15,23971,2213
478390,59720405,4,1807,145,4,28100,1050
478392,59720408,10,628,224,10,6820,1335
478403,59720435,15,3517,762,15,1036,684
478406,59720443,16,636,303,16,10700,1825
478427,59722328,12,608,375,12,10134,842
478433,59722365,11,1154,171,11,25502,2437
478446,59722412,18,12100,1597,18,3493,1036
478461,59722443,19,5942,588,19,1522,719
478466,59722478,12,981,307,12,21706,1285
478473,59722498,11,428,302,11,854,638
478477,59723301,13,710,351,13,842,501
478483,59723336,15,15576,914,15,1754,785
478504,59723422,9,11537,922,9,3913,762
478515,59723468,9,1512,352,9,28680,2817
478517,59723476,21,463,311,21,3780,984
478552,59724429,8,4166,491,8,838,221
478560,59724474,14,11852,921,14,1875,592
478591,59725405,19,1052,420,19,21041,1908
478603,59725436,6,4750,689,6,900,710
478608,59725461,8,4868,352,8,26691,1792
478627,59726349,11,1529,394,11,2570,900
478637,59726407,14,636,218,14,17824,2102
478656,59726478,8,9582,760,8,1530,309
478669,59727345,5,12822,917,5,24391,1078
478673,59727357,16,18087,1648,16,9161,1437
478676,59727370,14,848,239,14,5616,1308
478678,59727379,13,1864,606,13,764,369
478679,59727401,15,14452,1321,15,7008,1208
478697,59727442,13,9001,849,13,1985,949
478707,59727488,13,12524,1263,13,8243,1762
478714,59727510,13,1367,594,13,2328,643
478715,59728305,14,16498,1028,14,2944,565
478741,59728445,9,3869,651,9,681,74
478749,59728502,16,20393,1779,16,2983,1125
478757,59729345,19,6883,1026,19,6565,1001
478769,59729420,13,1213,193,13,17292,2673
